frame_no,track_id,car_x1,car_y1,car_x2,car_y2,car_score,plate_x1,plate_y1,plate_x2,plate_y2,plate_score,plate_no,plateno_score
243,6.0,2255.58056640625,1427.0970458984375,2877.92431640625,1937.2882080078125,0.777569055557251,229.5365753173828,337.84686279296875,429.4134216308594,401.82879638671875,0.265385240316391,COZ,0.2584747345777931
244,6.0,2244.422119140625,1422.631591796875,2886.248291015625,1943.3480224609375,0.7707781195640564,239.16212463378906,346.3148193359375,441.8914489746094,412.3389892578125,0.304895281791687,[ADZFP,0.030992279955531273
246,7.0,2258.63427734375,1437.8096923828125,2899.07861328125,1951.7449951171875,0.776046633720398,221.21975708007812,346.62652587890625,423.00225830078125,410.133544921875,0.292598158121109,(NOZEHO,0.061953442985052634
256,1.0,2268.09716796875,1496.4283447265625,2925.468505859375,2030.9652099609375,0.8902595043182373,229.6400146484375,356.8751525878906,436.85882568359375,423.6036071777344,0.2669326663017273,CNOUXX,0.2172524695683457
258,4.0,2274.38330078125,1512.8233642578125,2935.598388671875,2046.2857666015625,0.8625316023826599,226.74343872070312,358.8202209472656,435.97747802734375,424.384765625,0.26355016231536865,CLOIZ,0.37415255959053595
259,7.0,2329.791259765625,1149.679443359375,2875.426025390625,1630.84619140625,0.6932430863380432,197.4791717529297,303.81689453125,366.79925537109375,354.68743896484375,0.2713702619075775,EY6IMBG,0.633921137825331
260,8.0,2324.92333984375,1153.610595703125,2881.577880859375,1635.8751220703125,0.6450451016426086,201.90907287597656,305.7867126464844,374.1238098144531,356.59991455078125,0.3148632049560547,EY61MBG,0.7699698140906909
261,9.0,2328.84814453125,1154.879638671875,2889.69287109375,1640.5418701171875,0.7037718892097473,201.2960662841797,310.5585632324219,375.3116149902344,361.20111083984375,0.3023909628391266,EY61MBG,0.35520201924237604
262,8.0,2328.9814453125,1156.355712890625,2891.152587890625,1646.6773681640625,0.686772882938385,202.95126342773438,313.2109069824219,376.3858947753906,364.072998046875,0.31608137488365173,EY6IMBG,0.3746498900512536
264,7.0,2331.0322265625,1167.4937744140625,2900.190673828125,1653.3253173828125,0.7752392888069153,205.79318237304688,313.11737060546875,376.539306640625,362.547119140625,0.29513677954673767,EY61NBG,0.3708231022686549
267,6.0,2330.57861328125,1179.426025390625,2907.254150390625,1682.180908203125,0.8111591339111328,198.22412109375,316.29986572265625,377.8996276855469,373.20758056640625,0.2942393124103546,E61REG,0.4056813303532331
268,7.0,2331.18310546875,1182.5797119140625,2906.34375,1685.8719482421875,0.7631814479827881,208.9744110107422,317.6103820800781,385.15185546875,366.7626037597656,0.29602503776550293,EY6INBG,0.36996296430192177
269,7.0,2332.20263671875,1184.9044189453125,2919.116943359375,1704.9547119140625,0.7032762169837952,197.6333465576172,313.1631774902344,380.8764953613281,369.3340148925781,0.27635544538497925,EY6INBG,0.3109749767334946
270,7.0,2335.1484375,1190.4976806640625,2904.744384765625,1700.4700927734375,0.7665229439735413,198.54725646972656,318.0740661621094,375.5555419921875,374.7381286621094,0.36246344447135925,EY6INBG,0.5858419617413021
271,7.0,2334.64306640625,1193.940673828125,2908.59814453125,1702.6944580078125,0.75010746717453,200.37286376953125,318.91876220703125,377.6211242675781,375.1940612792969,0.3152877688407898,EY6INBG,0.6261638583778878
272,8.0,2333.9921875,1196.3814697265625,2908.04833984375,1719.3094482421875,0.7029476761817932,207.53529357910156,315.18701171875,386.58197021484375,368.1390075683594,0.3416510820388794,EY6IMBG,0.1806397749179469
274,7.0,2335.79150390625,1202.29833984375,2933.26416015625,1721.58544921875,0.7354903817176819,202.70184326171875,316.0348205566406,387.6943664550781,370.8902282714844,0.27560585737228394,EYGIMBG,0.6068103941031937
275,6.0,2337.6748046875,1207.2257080078125,2941.9111328125,1733.5045166015625,0.7623313069343567,201.52828979492188,318.4844055175781,391.11676025390625,374.02349853515625,0.26791656017303467,EY6INBG,0.6089776681570352
277,6.0,2341.2158203125,1215.33349609375,2924.006103515625,1734.3116455078125,0.7511351108551025,201.35980224609375,324.1643371582031,382.8760986328125,382.84625244140625,0.2985920310020447,EY6INBG,0.44745718956907504
278,7.0,2341.40478515625,1220.72509765625,2928.28515625,1740.055419921875,0.7647973895072937,203.65321350097656,325.1712341308594,385.6148376464844,384.3625183105469,0.2634715735912323,EYGINBG,0.5479800601524338
286,3.0,2343.48291015625,1246.0654296875,2963.365966796875,1783.7696533203125,0.8539023995399475,211.4780731201172,318.91229248046875,398.4967346191406,395.8043212890625,0.2732630968093872,EY6INBG,0.5130371514190756
287,3.0,2344.029296875,1250.010498046875,2958.586181640625,1789.5908203125,0.8606569170951843,212.14288330078125,332.5271301269531,400.5343933105469,399.65423583984375,0.3884011209011078,EYGINBG,0.2022893920662334
288,5.0,2346.7333984375,1256.39501953125,2958.14599609375,1794.996826171875,0.8110471367835999,210.69017028808594,333.9379577636719,400.68634033203125,398.6073913574219,0.397203266620636,EY6INBG,0.6594953658903675
291,1.0,831.98486328125,1618.45458984375,1517.374267578125,2137.162353515625,0.8959029316902161,233.56675720214844,407.2240905761719,445.9045715332031,472.1265563964844,0.25222247838974,FJKZHY,0.36456894378449073
291,7.0,2348.17626953125,1273.947998046875,2976.731201171875,1816.082275390625,0.7677157521247864,217.81707763671875,334.84503173828125,405.4937744140625,398.9478454589844,0.28626084327697754,EYGINBG,0.5422021440104688
292,7.0,2347.71484375,1273.810302734375,2968.8056640625,1815.9207763671875,0.7486245632171631,213.46417236328125,338.57672119140625,407.12005615234375,401.2433166503906,0.33860382437705994,EYGINBG,0.5429893837660873
293,7.0,2347.6357421875,1274.41650390625,2968.65234375,1822.7393798828125,0.7525666356086731,213.90777587890625,340.7154846191406,409.78826904296875,405.2168273925781,0.4177421033382416,EY6INBG,0.4859395626373963
294,6.0,2351.5703125,1279.7303466796875,2976.92724609375,1835.0745849609375,0.7606402039527893,212.29379272460938,345.9016418457031,408.8220520019531,409.38189697265625,0.25714603066444397,EYGINBG,0.38556176028927297
295,7.0,2348.90576171875,1281.706787109375,2982.139404296875,1834.7178955078125,0.7575123310089111,214.9473876953125,344.1556701660156,414.01947021484375,410.45477294921875,0.31846609711647034,EY6INBG,0.5016868627010931
296,6.0,2351.927734375,1286.267822265625,2984.447021484375,1840.2432861328125,0.7899742126464844,214.22891235351562,343.7044677734375,413.76104736328125,411.4010314941406,0.2737891674041748,EYGINBG,0.23127170568743421
297,6.0,2355.29296875,1299.8814697265625,2977.134521484375,1847.3052978515625,0.7953414916992188,213.6812744140625,341.5116882324219,410.6418762207031,405.97479248046875,0.3447170853614807,EY6INBG,0.3117021546571763
298,3.0,2355.821044921875,1303.3330078125,2976.283447265625,1850.2413330078125,0.8090351819992065,216.02383422851562,337.3144836425781,413.5033874511719,405.445068359375,0.37678125500679016,EYEINBG,0.20701250390353088
299,5.0,2359.884765625,1310.4635009765625,2985.420654296875,1855.9962158203125,0.8018990755081177,213.58433532714844,334.51885986328125,412.469970703125,405.402587890625,0.2897437512874603,EY6INBG,0.7502126581992742
300,3.0,2359.57861328125,1315.37548828125,2984.0751953125,1869.260009765625,0.8308179974555969,217.75245666503906,342.2626037597656,412.5821533203125,409.4597473144531,0.3911001980304718,EY6INBG,0.30108337561013615
301,5.0,2360.408447265625,1317.96142578125,2987.554931640625,1877.8900146484375,0.8068837523460388,216.54885864257812,347.34173583984375,413.07403564453125,412.8641357421875,0.359001487493515,EY6INBG,0.8362489355722301
302,6.0,2361.281494140625,1321.472900390625,2993.472900390625,1881.72509765625,0.7388034462928772,219.02578735351562,346.8424072265625,416.10955810546875,414.3963623046875,0.3425788879394531,EYGINBG,0.4772722760680272
309,11.0,2128.4306640625,710.4497680664062,2326.339111328125,978.2836303710938,0.6383243203163147,0.0,129.6663360595703,198.0,268.0,0.4758985638618469,AUL,0.042660477494084026
310,11.0,2126.154296875,711.6919555664062,2323.221923828125,982.2767944335938,0.6272973418235779,0.0,128.87026977539062,197.0,271.0,0.4817945659160614,1,0.07435229361621865
311,10.0,2124.888427734375,711.2940673828125,2316.750732421875,979.8387451171875,0.6309725642204285,4.878844261169434,130.2469024658203,185.08119201660156,268.0,0.35803553462028503,1,0.07070291351221059
314,11.0,2620.738525390625,643.1885375976562,2882.923583984375,899.0868530273438,0.6529561877250671,0.6778774261474609,24.667991638183594,260.93292236328125,242.73214721679688,0.27288898825645447,3,0.07597997858432848
315,6.0,2379.056396484375,1392.193359375,3042.343505859375,1990.5816650390625,0.8240498304367065,223.73403930664062,325.6191101074219,432.7410888671875,424.2317199707031,0.2577180862426758,EY6IMBG,0.4556827277277483
315,12.0,2128.29443359375,716.12646484375,2312.493408203125,983.9171142578125,0.6368573307991028,3.7900941371917725,129.75318908691406,184.0,267.0,0.5136136412620544,1,0.00815643034002278
319,2.0,2383.21533203125,1414.623291015625,3062.35205078125,2007.9366455078125,0.8632539510726929,228.6560516357422,367.1275329589844,439.6442565917969,424.686767578125,0.2619795799255371,EY6INBG,0.7178827792723305
321,11.0,2624.61865234375,662.4185791015625,2903.522705078125,907.5474243164062,0.6384310722351074,0.23957404494285583,12.432792663574219,277.7897033691406,230.3513946533203,0.5474041700363159,1,0.0912271418906272
330,1.0,2400.1376953125,1479.314453125,3095.357666015625,2102.4091796875,0.891052782535553,240.43150329589844,379.0141906738281,451.4790344238281,458.5608215332031,0.3380947411060333,EYGINBG,0.21291804378775106
334,1.0,2402.6728515625,1512.932373046875,3123.97509765625,2129.26220703125,0.8998461365699768,2.159809112548828,85.62629699707031,93.91425323486328,135.86990356445312,0.42454656958580017,HNIA,0.20684242248535156
334,3.0,2190.70361328125,1278.1168212890625,2745.162353515625,1742.9212646484375,0.8587716817855835,221.0255584716797,324.1564025878906,304.5787353515625,372.204345703125,0.3405057489871979,MNI,0.27864596247673035
335,1.0,2403.68798828125,1518.414306640625,3124.02490234375,2137.10791015625,0.9049050211906433,2.6909022331237793,84.87950897216797,95.12417602539062,135.68365478515625,0.42730268836021423,KNIA,0.4348111152648926
335,1.0,2403.68798828125,1518.414306640625,3124.02490234375,2137.10791015625,0.9049050211906433,10.234991073608398,90.58141326904297,84.99923706054688,132.3721466064453,0.25491127371788025,KNIA,0.4921535551548004
335,2.0,2190.677734375,1278.21875,2743.258544921875,1741.934814453125,0.8756184577941895,222.1149444580078,327.8381042480469,300.830322265625,376.701416015625,0.2907784581184387,HNIA,0.887504518032074
336,1.0,2406.572021484375,1520.776123046875,3126.548583984375,2142.32958984375,0.9052528738975525,245.82130432128906,379.8448181152344,463.75048828125,463.9452819824219,0.35743749141693115,EYGINBG,0.6017911654820948
336,1.0,2406.572021484375,1520.776123046875,3126.548583984375,2142.32958984375,0.9052528738975525,0.3179512023925781,80.03055572509766,93.06231689453125,139.922119140625,0.27979859709739685,HMIG,0.6322119235992432
337,1.0,2407.70458984375,1523.2998046875,3130.206298828125,2142.908935546875,0.910877525806427,240.98800659179688,374.0182189941406,466.1575927734375,462.7442626953125,0.32569748163223267,EY6IMBG,0.8471548337202804
337,8.0,2141.989990234375,738.9533081054688,2327.847900390625,1010.6939086914062,0.715620219707489,2.0239508152008057,127.47947692871094,186.0,272.0,0.6839208006858826,11,0.059076885321425715
337,11.0,2632.043701171875,671.413330078125,2922.176513671875,932.2849731445312,0.6836017966270447,1.1633453369140625,104.39442443847656,287.4831848144531,261.0,0.3563362956047058,F,0.23340613843270663
339,2.0,2412.70458984375,1532.33544921875,3135.97998046875,2140.20068359375,0.8956614136695862,247.21533203125,390.7879943847656,467.1255798339844,475.32830810546875,0.3571556806564331,EYGIMBG,0.6403780050193729
340,2.0,2413.88818359375,1535.3359375,3144.550048828125,2140.4716796875,0.8820645213127136,0.0,90.27836608886719,93.84923553466797,145.2259979248047,0.33343306183815,HNIS,0.5920485854148865
340,2.0,2413.88818359375,1535.3359375,3144.550048828125,2140.4716796875,0.8820645213127136,243.44715881347656,388.2015380859375,470.1863098144531,476.296142578125,0.3298672139644623,EYGINBG,0.9591933422288663
341,10.0,2638.004638671875,671.364013671875,2929.203369140625,930.8058471679688,0.6464745998382568,0.0,96.9289779663086,289.63226318359375,246.26651000976562,0.5324063301086426,7,0.013582834087284612
342,1.0,2416.730224609375,1560.079833984375,3139.059326171875,2138.05908203125,0.8808478116989136,250.5736083984375,397.62744140625,471.8066101074219,477.6499328613281,0.27373287081718445,EY6INBG,0.2323380031726176
342,8.0,2639.618408203125,671.9163818359375,2929.569580078125,930.31884765625,0.7091050148010254,0.26143741607666016,97.71260070800781,288.21112060546875,246.55088806152344,0.4255439341068268,PE,0.13109105146265287
343,1.0,2421.87109375,1565.20458984375,3149.38330078125,2137.776123046875,0.8698055148124695,247.06210327148438,394.0996398925781,468.58563232421875,477.32666015625,0.3727913796901703,EYGINBG,0.37107065601110273
343,7.0,2639.06396484375,674.9390869140625,2930.541748046875,930.7693481445312,0.7324942946434021,0.0,88.46131134033203,289.6906433105469,241.6942138671875,0.3154285252094269,T,0.04753414642220921
344,1.0,2421.54443359375,1571.4609375,3163.572021484375,2141.22802734375,0.8840436339378357,249.60182189941406,390.14892578125,476.0708312988281,480.5543518066406,0.3667268753051758,EY6IMBG,0.3771409623946528
345,1.0,2423.174072265625,1574.4794921875,3172.705810546875,2143.39306640625,0.8722898960113525,254.425537109375,411.3310546875,480.31793212890625,478.7794494628906,0.3811727464199066,EYGINBG,0.30399046961620035
345,1.0,2423.174072265625,1574.4794921875,3172.705810546875,2143.39306640625,0.8722898960113525,250.42422485351562,384.1033935546875,480.15606689453125,482.4227294921875,0.34941408038139343,EY6INBC,0.7171750889714257
345,9.0,2648.640380859375,680.0166015625,2935.683837890625,933.2064208984375,0.687334418296814,0.0,89.41313171386719,285.35272216796875,240.16783142089844,0.34915611147880554,F,0.08232817203988052
346,9.0,2646.0859375,684.7581787109375,2943.070556640625,935.9446411132812,0.7087749242782593,0.0669865608215332,85.59326934814453,294.9078369140625,237.6145782470703,0.3264925479888916,F7,0.028284217608329006
347,2.0,2194.1962890625,1332.36181640625,2777.81494140625,1819.4263916015625,0.8492196798324585,223.34429931640625,337.2324523925781,324.948486328125,386.2597351074219,0.27193301916122437,KNIA,0.37491023540496826
347,4.0,2432.93798828125,1593.265869140625,3173.63623046875,2141.420166015625,0.8367711305618286,247.75448608398438,395.4241638183594,474.28887939453125,485.8597412109375,0.3521469533443451,EY6INBG,0.24098203373765417
347,9.0,2146.48876953125,737.9869384765625,2433.9140625,1026.85693359375,0.6503420472145081,0.0,139.19003295898438,285.90179443359375,289.0,0.5680789351463318,V7,0.01184784642818676
348,3.0,2191.98486328125,1334.6851806640625,2772.347900390625,1830.0975341796875,0.8458990454673767,230.2211151123047,340.83355712890625,334.8247985839844,392.1622009277344,0.2961307764053345,HNMA,0.6279608607292175
348,4.0,2433.66943359375,1602.7021484375,3168.6240234375,2141.221923828125,0.8350426554679871,245.71649169921875,391.1050720214844,475.1081848144531,480.8653259277344,0.29506152868270874,EY6IMBG,0.5530337853752487
349,2.0,2187.34130859375,1335.46875,2777.611083984375,1833.101806640625,0.8381107449531555,237.89923095703125,343.4607849121094,337.4910888671875,394.49273681640625,0.2728818953037262,HNIC,0.7220271229743958
349,3.0,2431.1337890625,1609.4375,3187.796142578125,2145.98095703125,0.8325477838516235,249.2919464111328,396.7894287109375,485.6343688964844,484.44439697265625,0.2543947100639343,EY6INBG,0.5310791555522415
350,2.0,2194.5087890625,1344.7767333984375,2778.468017578125,1838.7440185546875,0.8676066994667053,232.73336791992188,341.1689147949219,331.1339416503906,392.5357971191406,0.26046696305274963,HNI,0.7575848484411613
350,3.0,2432.20947265625,1613.299560546875,3189.177490234375,2147.59765625,0.8393447399139404,0.0,69.73399353027344,96.1202621459961,125.54265594482422,0.28697308897972107,HNIC,0.5086599588394165
351,2.0,2192.932861328125,1353.4228515625,2783.910888671875,1841.2115478515625,0.8571280241012573,234.14207458496094,339.40472412109375,342.0877685546875,391.46868896484375,0.29741746187210083,HMIA,0.3184768259525299
351,3.0,2435.93701171875,1617.7763671875,3203.568603515625,2144.431640625,0.8465002775192261,256.43267822265625,413.44171142578125,487.0398254394531,505.4261474609375,0.3095471262931824,EY6INBG,0.4675826576153435
357,1.0,2193.01904296875,1379.36474609375,2816.68359375,1889.7540283203125,0.8595162630081177,236.24049377441406,352.1186828613281,348.15301513671875,404.1268310546875,0.2609565556049347,HNIA@,0.4395325526578325
360,1.0,2195.376953125,1392.3135986328125,2833.107421875,1913.8448486328125,0.8585240840911865,239.82015991210938,360.59783935546875,353.7178649902344,411.20458984375,0.38595712184906006,HNIA,0.6066537499427795
369,8.0,2676.2587890625,691.01416015625,2984.991943359375,968.7626342773438,0.7425268888473511,0.2843616306781769,116.47798156738281,307.5190734863281,277.0,0.5771043300628662,F1,0.16998929114654712
371,5.0,2479.45703125,1775.142578125,3320.49853515625,2145.1416015625,0.8310481309890747,0.0,48.406070709228516,103.74545288085938,108.78253936767578,0.2796628475189209,INIA,0.4830218255519867
373,2.0,2192.9130859375,1457.6297607421875,2867.489501953125,2004.4625244140625,0.850757360458374,262.3255920410156,378.4367370605469,404.0748291015625,433.89886474609375,0.302509605884552,HNI4,0.8499546647071838
373,3.0,2484.70556640625,1796.111572265625,3319.238037109375,2151.76806640625,0.8237583637237549,0.0,34.5042610168457,109.76298522949219,97.00749969482422,0.25827157497406006,INI4,0.7692856788635254
378,4.0,2462.99560546875,1848.24169921875,3348.75830078125,2150.773681640625,0.8013477921485901,0.0,11.641812324523926,136.98887634277344,83.58084106445312,0.493427574634552,HNICR,0.11365127580752465
378,7.0,2693.408203125,695.48046875,3003.36181640625,982.5211791992188,0.7410956025123596,0.5062522888183594,118.74948120117188,308.8304138183594,276.4127502441406,0.29372456669807434,F57,0.026342947217124726
379,4.0,2481.16748046875,1854.4228515625,3346.753173828125,2149.298828125,0.8178800344467163,0.0,24.584138870239258,118.26520538330078,85.5238265991211,0.4400377571582794,HNI4C,0.37341698920033883
380,7.0,2690.281005859375,702.7818603515625,3011.198974609375,983.8458251953125,0.7543785572052002,0.8871631622314453,108.20599365234375,320.06365966796875,270.7780456542969,0.3158774971961975,15,0.06114150306924916
381,5.0,2441.015625,1874.303466796875,3271.0224609375,2143.374755859375,0.7523382306098938,28.257631301879883,24.781204223632812,154.6018524169922,81.40715789794922,0.3579723834991455,HNIS,0.12005551159381866
386,4.0,2467.4111328125,1910.07861328125,3280.281494140625,2148.081298828125,0.7863852977752686,11.9572114944458,26.81525993347168,152.4148712158203,87.11954498291016,0.42333438992500305,HNIACT,0.3823758696001532
405,5.0,1226.94677734375,964.445068359375,1706.4827880859375,1413.639404296875,0.7893111705780029,235.1428985595703,302.068359375,302.59747314453125,339.5481262207031,0.30999261140823364,DA,0.57892052544527
413,3.0,1004.84814453125,1250.2115478515625,1522.518798828125,1612.8695068359375,0.8843215703964233,458.00775146484375,33.38484573364258,516.967041015625,71.48047637939453,0.40049731731414795,CMY,0.28994136861438136
425,13.0,2307.53173828125,974.2122802734375,3047.997802734375,1964.1749267578125,0.6193797588348389,268.0467529296875,743.9608764648438,469.79473876953125,805.261474609375,0.37585610151290894,8G65US_,0.6747487460761052
427,9.0,2311.546875,976.1624755859375,3055.913818359375,1973.6279296875,0.6357367038726807,275.9609375,770.2648315429688,463.6087951660156,812.9595947265625,0.3913210332393646,BG6SUS_,0.3728187674216574
438,9.0,2286.80419921875,1011.3427734375,3105.834228515625,2034.52734375,0.6014251112937927,299.6052551269531,797.3289794921875,500.8684997558594,858.5988159179688,0.40531161427497864,8C65USJ,0.5498519996239228
482,6.0,1081.5791015625,1120.305908203125,1654.2386474609375,1649.0093994140625,0.739754855632782,177.77337646484375,336.7190246582031,358.19293212890625,391.8690490722656,0.26342299580574036,AK64DMV,0.25570718024250777
486,5.0,1068.91162109375,1137.7939453125,1650.8763427734375,1665.4442138671875,0.7923652529716492,180.88531494140625,327.9064025878906,363.5513000488281,388.1331787109375,0.25670748949050903,AK64DMV,0.43182264884743826
487,5.0,1070.2884521484375,1141.3297119140625,1652.8580322265625,1665.1695556640625,0.8032599091529846,179.91262817382812,325.55926513671875,362.8034362792969,386.3562316894531,0.3538208305835724,AK64DMV,0.5358604347695325
488,5.0,1067.092041015625,1141.55615234375,1654.9429931640625,1667.9356689453125,0.8124666213989258,180.91445922851562,328.9438171386719,362.8551025390625,389.284423828125,0.385606050491333,AKE4DMT,0.5431254345827248
489,5.0,1064.378173828125,1146.67626953125,1650.7822265625,1672.5438232421875,0.8061439394950867,181.02670288085938,331.0716857910156,364.3876647949219,389.3284912109375,0.4170798361301422,AKE4DMV,0.40727845852059114
490,5.0,1064.539306640625,1150.066162109375,1648.18798828125,1673.3109130859375,0.7873072028160095,180.60780334472656,327.3144836425781,362.886474609375,387.4671325683594,0.40910303592681885,ARE4DME,0.29312869405540026
491,5.0,1062.4423828125,1148.7745361328125,1643.085205078125,1685.9498291015625,0.7832434177398682,180.00790405273438,335.9150085449219,362.4747314453125,395.69610595703125,0.3337661325931549,A4K64DKV,0.1149209614995844
498,3.0,1031.804931640625,1165.77197265625,1624.86181640625,1709.8424072265625,0.8474597334861755,196.71340942382812,345.7719421386719,383.5400695800781,403.92437744140625,0.3215617537498474,AK6',0.3136676847934723
499,4.0,1035.3721923828125,1165.590087890625,1627.5523681640625,1710.477294921875,0.8326553702354431,194.5345916748047,353.8775939941406,379.4150390625,412.2416687011719,0.2515918016433716,AK6,0.3000515103340149
500,5.0,1027.3369140625,1166.865234375,1623.5960693359375,1712.3671875,0.812307596206665,197.67080688476562,349.0420837402344,384.4831848144531,411.7470703125,0.3760693371295929,AK64OMV,0.45996093286807227
501,5.0,1022.0445556640625,1173.971923828125,1621.7396240234375,1721.80810546875,0.7927528619766235,198.83912658691406,352.8924865722656,388.1939392089844,408.8168640136719,0.3011976182460785,AK64DMV,0.5158936106289149
502,5.0,1024.2099609375,1173.842041015625,1621.4227294921875,1721.779296875,0.7907633185386658,197.74758911132812,350.5023498535156,385.6783752441406,410.7467041015625,0.2699987292289734,AK64DMV,0.5179490966898049
503,4.0,1025.307373046875,1177.5875244140625,1616.9844970703125,1727.3660888671875,0.8056987524032593,194.55996704101562,356.9284362792969,379.96710205078125,414.84326171875,0.34647682309150696,AK64DMV,0.5713689533781787
504,4.0,1022.6865844726562,1179.9306640625,1618.24755859375,1732.7662353515625,0.8186048865318298,195.92388916015625,359.2682800292969,382.89093017578125,417.9255676269531,0.3083949685096741,AK64DMV,0.6511156456802155
505,4.0,1018.2777099609375,1182.400634765625,1616.4405517578125,1740.251953125,0.8331732153892517,197.5900421142578,356.05731201171875,385.3829345703125,414.64959716796875,0.2608222961425781,AK64DMV,0.6680135430403747
507,3.0,1015.1513671875,1190.1961669921875,1619.703125,1749.8975830078125,0.8557477593421936,188.34693908691406,357.61358642578125,378.5003662109375,414.7801513671875,0.25850909948349,AK64DMV,0.6919586104374587
508,4.0,1011.3604736328125,1191.2332763671875,1621.265625,1754.7674560546875,0.8545318841934204,191.46487426757812,356.95147705078125,381.8768005371094,414.041015625,0.3775555491447449,AK64DMV,0.6467393898924163
509,4.0,994.5991821289062,1197.585205078125,1617.71826171875,1758.301025390625,0.8584330677986145,208.012939453125,350.45989990234375,401.710205078125,412.9964904785156,0.45273610949516296,AK64@M,0.5857304952025898
510,3.0,1005.1295776367188,1204.1572265625,1623.222900390625,1759.99365234375,0.8481160402297974,191.52540588378906,348.13031005859375,385.62457275390625,409.89483642578125,0.37042930722236633,AK64DMV,0.6430044949209439
511,3.0,1002.7896728515625,1201.7681884765625,1621.07666015625,1764.3216552734375,0.86057049036026,193.52464294433594,359.8184509277344,386.98126220703125,417.445556640625,0.3930032253265381,AKE4DMV,0.3585309905764538
512,3.0,1003.3717651367188,1207.8544921875,1612.687744140625,1771.1060791015625,0.8644390106201172,189.37876892089844,356.8938903808594,381.56634521484375,414.14642333984375,0.3116963505744934,AX54DMV,0.2067771796795423
513,3.0,997.0167236328125,1213.1668701171875,1609.052490234375,1780.5389404296875,0.8658142685890198,192.45726013183594,354.8333435058594,385.13665771484375,413.90289306640625,0.2916991412639618,AKE,0.19683192120601228
515,4.0,992.5675048828125,1218.3623046875,1602.0362548828125,1781.564697265625,0.8548452854156494,202.6048126220703,364.60028076171875,391.6595764160156,425.4048156738281,0.3053199052810669,AM54DMV,0.17690798837268287
516,3.0,988.179443359375,1223.983154296875,1603.958251953125,1797.0633544921875,0.8630011677742004,194.73583984375,359.676025390625,388.91741943359375,418.7080078125,0.27743735909461975,AKE4DMV,0.2694679090705221
517,4.0,983.027099609375,1226.454345703125,1600.56640625,1797.4417724609375,0.8624501824378967,196.00656127929688,361.9013671875,396.4456481933594,417.1177062988281,0.28765588998794556,AKE,0.1347578730382368
518,4.0,981.1346435546875,1230.928955078125,1595.268798828125,1799.1339111328125,0.8409596681594849,202.98037719726562,362.8201599121094,398.2218322753906,421.331787109375,0.28165945410728455,AK64DMV,0.5570682111104084
519,4.0,983.84716796875,1232.6917724609375,1594.89111328125,1803.5465087890625,0.8551202416419983,201.3060302734375,369.9432067871094,392.82708740234375,429.54779052734375,0.2810157239437103,AKS4DM,0.20291822667124135
520,4.0,981.1619873046875,1232.955078125,1593.434326171875,1805.4141845703125,0.8403768539428711,200.94696044921875,371.37615966796875,393.5035095214844,431.90997314453125,0.33733952045440674,AK64DMV,0.36421589182212016
521,5.0,979.5128784179688,1235.265625,1591.590087890625,1806.7645263671875,0.8161360025405884,206.59103393554688,371.4560852050781,395.579833984375,433.1442565917969,0.37157461047172546,AK,0.9256455084877998
